id,first_name,second_name,web_name,team,position,cost,total_points,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,form_rank,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90
225,Reece,James,James,7,2,5.5,54,0.45,1.15,1.60,16.10,1057,1,2,3,14,0,0,0,1,0,0,5,223,207.6,202.1,56.0,46.7,12,0.04,0.0,0.1,0.14,1.37,1.19,147,493,159,77,1.02,0.26
226,Trevoh,Chalobah,Chalobah,7,2,5.0,93,1.98,0.64,2.62,27.15,1969,3,1,6,25,0,0,0,3,0,0,11,379,496.4,124.2,222.0,84.6,23,0.09,0.0,0.03,0.12,1.24,1.14,234,349,67,236,1.05,0.27
227,Levi,Samuels Colwill,Colwill,7,2,5.0,109,1.92,1.31,3.23,43.52,3150,2,1,10,41,0,0,0,9,0,0,6,461,692.0,214.3,185.0,109.4,35,0.05,0.0,0.04,0.09,1.24,1.17,291,406,125,74,1.0,0.29
228,Malo,Gusto,Gusto,7,2,5.0,60,1.44,1.91,3.35,27.43,1853,0,1,4,26,0,0,0,4,0,0,2,285,336.8,394.6,147.0,87.9,19,0.07,0.0,0.09,0.16,1.33,1.26,303,418,260,124,0.92,0.19
229,Benoît,Badiashile Mukinayi,B.Badiashile,7,2,4.5,7,0.00,0.08,0.08,5.34,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,3,0.0,0.0,0.02,0.02,1.45,1.36,408,191,312,521,0.81,0.0
230,Wesley,Fofana,Fofana,7,2,4.5,26,0.44,0.18,0.62,14.76,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,14,0.03,0.0,0.01,0.04,1.13,1.0,421,204,255,422,1.08,0.15
231,Mamadou,Sarr,M.Sarr,7,2,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,506,289,569,515,0,0
232,Tosin,Adarabioyo,Tosin,7,2,4.5,71,0.93,0.23,1.16,19.62,1403,1,1,7,14,0,0,0,4,0,0,7,305,352.2,48.2,92.0,49.6,15,0.06,0.0,0.01,0.07,1.26,0.9,358,141,116,277,0.96,0.45
233,Josh,Acheampong,Acheampong,7,2,4.0,4,0.22,0.01,0.23,2.09,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,2,0.12,0.0,0.01,0.13,1.12,1.61,641,106,349,318,1.07,0.0
234,Aarón,Anselmino,Anselmino,7,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,657,122,488,379,0,0
235,Cole,Palmer,Palmer,7,3,10.5,214,16.79,9.53,26.32,43.88,3193,15,10,10,41,0,0,1,7,0,0,35,952,1068.2,1259.2,1052.0,338.0,36,0.47,0.0,0.27,0.74,1.24,1.16,4,656,4,3,1.01,0.28
236,Pedro,Lomba Neto,Neto,7,3,7.0,104,3.48,4.47,7.95,27.98,2262,4,6,8,25,0,0,0,8,0,0,9,434,492.0,762.7,545.0,180.0,24,0.14,0.0,0.18,0.32,1.11,0.99,33,625,137,50,0.95,0.32
237,Enzo,Fernández,Enzo,7,3,6.5,135,6.23,6.11,12.34,38.06,2943,6,8,10,37,0,0,0,8,0,0,11,691,761.6,1131.6,517.0,241.3,32,0.19,0.0,0.19,0.38,1.16,1.13,63,607,61,89,0.98,0.31
238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,7,3,6.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,74,618,657,280,0,0
239,Jamie,Bynoe-Gittens,Gittens,7,3,6.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,67,611,655,326,0,0
240,Christopher,Nkunku,Nkunku,7,3,6.0,60,5.11,1.01,6.12,16.25,904,3,2,2,16,0,0,0,2,0,0,5,190,230.2,204.9,339.0,77.1,9,0.51,0.0,0.1,0.61,1.62,1.59,90,565,225,465,0.9,0.2
241,Moisés,Caicedo Corozo,Caicedo,7,3,5.5,98,0.81,2.82,3.63,45.42,3351,1,4,12,42,0,0,0,11,0,0,4,650,627.6,568.8,95.0,129.2,38,0.02,0.0,0.08,0.1,1.22,1.13,180,526,177,54,1.02,0.32
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,7,3,5.0,18,0.22,0.22,0.44,3.88,257,0,1,0,3,0,0,0,0,0,0,1,71,57.4,47.4,21.0,12.6,2,0.08,0.0,0.08,0.16,1.36,1.05,256,371,319,495,0.7,0.0
243,Tyrique,George,George,7,3,5.0,17,0.20,0.26,0.46,1.41,177,1,1,1,0,0,0,0,1,0,0,0,55,67.4,72.7,32.0,17.1,1,0.1,0.0,0.13,0.23,0.72,0.0,327,442,233,520,0.51,0.51
244,Roméo,Lavia,Lavia,7,3,5.0,26,0.25,0.38,0.63,14.33,792,0,1,3,11,0,0,0,4,0,0,0,125,113.2,121.7,7.0,24.4,11,0.03,0.0,0.04,0.07,1.63,1.25,320,435,295,471,1.25,0.34
245,Mykhailo,Mudryk,Mudryk,7,3,5.0,7,0.24,0.66,0.90,3.28,145,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31.0,8.5,1,0.15,0.0,0.41,0.56,2.04,1.24,295,410,370,653,0.62,0.0
246,Andrey,Nascimento dos Santos,Andrey Santos,7,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,477,260,547,234,0,0
247,Dário,Luís Essugo,D.Essugo,7,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,450,233,530,621,0,0
248,Kendry,Páez Andrade,Paez,7,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,529,312,584,602,0,0
249,João Pedro,Junqueira de Jesus,João Pedro,7,4,7.5,126,8.96,3.10,12.06,25.51,1946,10,6,6,28,0,0,0,4,1,0,26,516,567.0,456.0,644.0,166.0,23,0.41,0.0,0.14,0.55,1.18,1.29,26,642,15,1,1.06,0.28
250,Liam,Delap,Delap,7,4,6.5,132,9.44,1.38,10.82,53.60,2587,12,2,3,58,0,0,0,12,0,0,22,472,513.0,290.5,783.0,157.5,32,0.33,0.0,0.05,0.38,1.86,2.02,66,610,81,72,1.11,0.1
251,Nicolas,Jackson,N.Jackson,7,4,6.5,121,11.68,1.90,13.58,28.47,2220,10,6,11,24,0,0,0,7,1,0,17,417,546.4,368.3,976.0,187.4,28,0.47,0.0,0.08,0.55,1.15,0.97,73,617,44,645,1.14,0.45
252,Marc,Guiu Paz,Marc Guiu,7,4,4.5,3,0.00,0.02,0.02,1.46,71,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6.0,2.2,0,0.0,0.0,0.03,0.03,1.85,2.54,460,243,354,200,0.0,0.0
253,Dean,Henderson,Henderson,8,1,5.0,135,0.01,0.02,0.03,50.33,3420,0,0,11,51,0,1,0,3,0,104,8,466,853.6,30.0,4.0,88.6,38,0.0,2.74,0.0,0.0,1.32,1.34,230,345,74,95,1.0,0.29
254,Walter,Benítez,Benitez,8,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,550,15,404,248,0,0
255,Remi,Matthews,Matthews,8,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,557,22,409,462,0,0
256,Daniel,Muñoz Mejía,Muñoz,8,2,5.5,142,4.92,3.46,8.38,46.30,3229,4,6,11,46,0,0,0,10,0,0,9,480,816.6,634.2,524.0,197.6,37,0.14,0.0,0.1,0.24,1.29,1.28,155,501,58,37,1.03,0.31
257,Maxence,Lacroix,Lacroix,8,2,5.0,114,3.50,1.01,4.51,44.59,3116,1,2,11,45,0,0,0,5,0,0,9,463,723.8,113.7,277.0,111.4,35,0.1,0.0,0.03,0.13,1.29,1.3,284,399,110,222,1.01,0.32
258,Tyrick,Mitchell,Mitchell,8,2,5.0,123,1.31,3.67,4.98,46.45,3090,0,6,12,46,0,0,0,2,0,0,4,455,630.8,559.1,170.0,136.2,37,0.04,0.0,0.11,0.15,1.35,1.34,270,385,108,214,1.08,0.35
259,Borna,Sosa,Sosa,8,2,5.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,258,373,598,476,0,0
260,Marc,Guéhi,Guéhi,8,2,4.5,116,1.87,2.01,3.88,41.55,3059,3,2,11,42,3,0,0,7,1,0,11,492,827.0,237.6,247.0,131.0,34,0.06,0.0,0.06,0.12,1.22,1.24,383,166,96,33,1.0,0.32
261,Chris,Richards,Richards,8,2,4.5,68,1.33,0.60,1.93,29.78,1921,1,1,7,31,0,0,0,2,1,0,2,249,470.8,45.0,181.0,69.6,22,0.06,0.0,0.03,0.09,1.4,1.45,413,196,155,453,1.03,0.33
262,Chadi,Riad Dnanou,Chadi Riad,8,2,4.0,1,0.00,0.02,0.02,1.39,90,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,1,0.0,0.0,0.02,0.02,1.39,2.0,619,84,343,650,1.0,0.0
263,Nathaniel,Clyne,Clyne,8,2,4.0,18,0.02,0.24,0.26,10.11,477,0,0,1,11,0,0,0,1,0,0,0,48,66.6,51.8,8.0,12.4,5,0.0,0.0,0.05,0.05,1.91,2.08,538,3,308,210,0.94,0.19
264,Rob,Holding,Holding,8,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,554,19,407,297,0,0
265,Caleb,Kporha,Kporha,8,2,4.0,2,0.00,0.02,0.02,0.06,11,0,0,0,1,0,0,0,0,0,0,0,1,8.0,4.6,0.0,1.3,0,0.0,0.0,0.16,0.16,0.49,8.18,649,114,350,357,0.0,0.0
266,Eberechi,Eze,Eze,8,3,7.5,148,10.39,4.67,15.06,35.03,2588,8,8,10,34,0,0,1,1,0,0,15,605,685.0,849.2,691.0,222.4,31,0.36,0.0,0.16,0.52,1.22,1.18,23,639,27,47,1.08,0.35
267,Ismaïla,Sarr,Sarr,8,3,6.5,149,10.82,6.82,17.64,38.63,2708,8,7,10,39,0,0,0,4,0,0,14,542,675.0,618.0,866.0,215.9,30,0.36,0.0,0.23,0.59,1.28,1.3,55,599,54,139,1.0,0.33
268,Cheick,Doucouré,Doucouré,8,3,5.0,19,0.40,0.11,0.51,7.53,443,0,1,1,6,0,0,0,1,0,0,0,71,58.6,25.7,23.0,10.8,4,0.08,0.0,0.02,0.1,1.53,1.22,285,400,306,657,0.81,0.2
269,Romain,Esse,Esse,8,3,5.0,22,0.32,0.39,0.71,2.15,138,1,2,0,3,0,0,0,0,0,0,3,72,74.8,38.4,51.0,16.4,1,0.21,0.0,0.25,0.46,1.4,1.96,334,449,126,385,0.65,0.0
270,Will,Hughes,Hughes,8,3,5.0,67,1.09,2.64,3.73,31.64,2100,0,4,10,31,0,0,0,11,0,0,3,278,335.2,462.6,90.0,87.5,24,0.05,0.0,0.11,0.16,1.36,1.33,216,331,246,504,1.03,0.43
271,Daichi,Kamada,Kamada,8,3,5.0,45,1.12,1.55,2.67,25.74,1545,0,0,3,27,0,0,0,4,1,0,0,246,219.2,314.1,145.0,68.2,15,0.07,0.0,0.09,0.16,1.5,1.57,249,364,323,488,0.87,0.17
272,Jefferson,Lerma Solís,Lerma,8,3,5.0,58,1.07,1.75,2.82,33.55,2270,0,1,6,36,0,0,0,9,0,0,2,326,401.4,190.2,197.0,78.7,26,0.04,0.0,0.07,0.11,1.33,1.43,219,334,271,519,1.03,0.24
273,Adam,Wharton,Wharton,8,3,5.0,42,0.38,2.17,2.55,19.34,1314,0,2,4,21,0,0,0,2,0,0,0,244,261.2,381.4,69.0,71.2,16,0.03,0.0,0.15,0.18,1.32,1.44,313,428,232,204,1.1,0.27
274,Asher,Agbinone,Agbinone,8,3,4.5,2,0.02,0.01,0.03,0.00,4,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.6,1.0,1.5,0,0.45,0.0,0.22,0.67,0.0,0.0,514,297,362,617,0.0,0.0
275,Naouirou,Ahamada,Ahamada,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,435,218,523,622,0,0
276,Justin,Devenny,Devenny,8,3,4.5,34,0.77,0.41,1.18,9.30,494,1,1,0,8,0,0,0,1,0,0,1,129,138.8,101.8,90.0,33.2,4,0.14,0.0,0.07,0.21,1.69,1.46,444,227,300,156,0.73,0.0
277,Malcolm,Ebiowei,Ebiowei,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,425,208,514,609,0,0
278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,427,210,516,420,0,0
279,Matheus,França de Oliveira,M.França,8,3,4.5,9,0.28,0.18,0.46,0.40,52,1,0,0,0,0,0,0,0,0,0,0,34,48.4,1.2,66.0,11.5,0,0.48,0.0,0.31,0.79,0.69,0.0,483,266,217,411,0.0,0.0
280,David,Ozoh,Ozoh,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,476,259,546,637,0,0
281,Kaden,Rodney,Rodney,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,474,257,544,627,0,0
282,Franco,Umeh-Chibueze,Umeh,8,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,505,288,568,636,0,0
283,Jean-Philippe,Mateta,Mateta,8,4,7.5,150,13.77,2.28,16.05,37.94,2642,14,2,9,37,0,0,0,2,0,0,27,576,671.6,405.4,800.0,187.3,33,0.47,0.0,0.08,0.55,1.29,1.26,22,638,40,45,1.12,0.31
284,Eddie,Nketiah,Nketiah,8,4,5.5,53,5.94,0.83,6.77,14.29,1018,3,2,2,17,0,0,0,4,1,0,4,186,192.2,163.7,475.0,82.5,9,0.53,0.0,0.07,0.6,1.26,1.5,139,485,273,172,0.8,0.18
285,Odsonne,Édouard,Édouard,8,4,5.0,7,0.39,0.07,0.46,3.72,141,0,0,0,3,0,0,0,0,0,0,0,14,5.0,25.0,50.0,8.0,1,0.25,0.0,0.04,0.29,2.37,1.91,238,353,328,192,0.64,0.0
286,Zach,Marsh,Marsh,8,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,511,294,574,321,0,0
287,Jordan,Pickford,Pickford,9,1,5.5,158,0.00,0.22,0.22,46.11,3420,0,1,12,44,0,2,0,7,0,122,15,593,1052.0,20.3,0.0,107.0,38,0.0,3.21,0.01,0.01,1.21,1.16,114,460,31,15,1.0,0.32
288,Mark,Travers,Travers,9,1,4.5,19,0.00,0.01,0.01,7.36,450,0,0,1,5,0,0,0,0,0,20,1,76,146.4,0.0,0.0,14.6,5,0.0,4.0,0.0,0.0,1.47,1.0,398,181,57,383,1.0,0.2
289,Harry,Tyrer,Tyrer,9,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,583,48,430,392,0,0
290,Jarrad,Branthwaite,Branthwaite,9,2,5.5,88,1.20,0.61,1.81,29.83,2509,0,1,9,28,0,0,0,4,0,0,3,420,624.6,57.7,130.0,81.3,28,0.04,0.0,0.02,0.06,1.07,1.0,177,523,145,129,1.0,0.32
291,James,Tarkowski,Tarkowski,9,2,5.5,105,1.32,2.33,3.65,39.30,2922,1,1,10,38,0,0,0,6,0,0,8,468,859.0,188.8,217.0,126.9,33,0.04,0.0,0.07,0.11,1.21,1.17,110,456,120,70,1.02,0.31
292,Vitalii,Mykolenko,Mykolenko,9,2,5.0,121,0.48,2.12,2.60,39.81,3082,1,3,11,39,0,0,0,4,0,0,9,467,621.4,428.5,100.0,115.2,35,0.01,0.0,0.06,0.07,1.16,1.14,263,378,86,71,1.02,0.32
293,Jake,O'Brien,O'Brien,9,2,5.0,65,0.77,0.31,1.08,18.63,1568,2,0,5,17,0,0,0,5,0,0,5,233,341.4,108.9,109.0,56.0,17,0.04,0.0,0.02,0.06,1.07,0.98,318,433,119,273,0.98,0.29
294,Séamus,Coleman,Coleman,9,2,4.5,5,0.62,0.03,0.65,4.45,214,0,0,0,4,0,0,0,1,0,0,0,17,42.4,3.8,23.0,7.1,3,0.26,0.0,0.01,0.27,1.87,1.68,345,128,351,481,1.26,0.0
295,Michael,Keane,Keane,9,2,4.5,48,0.61,0.02,0.63,19.16,1046,3,0,3,20,0,0,0,5,0,0,4,139,306.6,23.2,123.0,45.4,11,0.05,0.0,0.0,0.05,1.65,1.72,355,138,93,382,0.95,0.26
296,Nathan,Patterson,Patterson,9,2,4.5,14,0.07,0.38,0.45,4.48,342,0,1,0,6,0,0,0,1,0,0,0,47,71.6,70.3,12.0,15.5,3,0.02,0.0,0.1,0.12,1.18,1.58,409,192,313,432,0.79,0.0
297,Roman,Dixon,Dixon,9,2,4.0,0,0.00,0.00,0.00,2.43,90,0,0,0,4,0,0,0,0,0,0,0,0,15.4,0.3,0.0,1.6,1,0.0,0.0,0.0,0.0,2.43,4.0,611,76,456,330,1.0,0.0
298,Reece,Welch,Welch,9,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,597,62,443,355,0,0
299,Iliman,Ndiaye,Ndiaye,9,3,6.5,114,6.23,1.36,7.59,29.01,2426,9,0,15,24,0,0,0,3,0,0,21,552,598.0,326.4,493.0,142.0,29,0.23,0.0,0.05,0.28,1.08,0.89,60,604,92,55,1.08,0.56
300,Dwight,McNeil,McNeil,9,3,6.0,93,1.05,4.49,5.53,21.12,1366,4,8,5,24,0,0,0,1,0,0,9,401,392.0,631.8,207.0,123.3,15,0.07,0.0,0.3,0.37,1.39,1.58,95,570,25,173,0.99,0.33
301,Carlos,Alcaraz Durán,Alcaraz,9,3,5.5,44,1.78,0.68,2.46,11.33,766,2,3,1,9,0,0,0,4,0,0,5,191,219.4,205.7,227.0,65.4,7,0.21,0.0,0.08,0.29,1.33,1.06,186,532,161,388,0.82,0.12
302,Idrissa Gana,Gueye,Gana,9,3,5.5,89,1.15,1.99,3.14,39.88,3063,0,3,12,39,0,0,0,9,0,0,5,505,522.0,327.2,117.0,96.6,35,0.03,0.0,0.06,0.09,1.17,1.15,112,458,195,502,1.03,0.35
303,James,Garner,Garner,9,3,5.0,42,0.67,1.37,2.04,19.71,1590,0,1,5,19,0,0,0,5,0,0,0,244,264.8,248.2,93.0,60.4,17,0.04,0.0,0.08,0.12,1.12,1.08,268,383,247,501,0.96,0.28
304,Tim,Iroegbunam,Iroegbunam,9,3,5.0,22,0.23,0.14,0.37,12.25,562,0,1,0,16,0,0,0,4,0,0,0,82,122.2,40.9,32.0,19.6,5,0.04,0.0,0.02,0.06,1.96,2.56,307,422,329,560,0.8,0.0
305,Harrison,Armstrong,Armstrong,9,3,4.5,2,0.37,0.00,0.37,0.45,47,0,0,0,1,0,0,0,1,0,0,0,1,1.8,10.9,9.0,2.2,0,0.71,0.0,0.0,0.71,0.86,1.91,528,311,391,362,0.0,0.0
306,Callum,Bates,Bates,9,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,488,271,555,615,0,0
307,Coby,Ebere,Ebere,9,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,465,248,540,638,0,0
308,Isaac,Heath,Heath,9,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,458,241,536,632,0,0
309,Jenson,Metcalfe,Metcalfe,9,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,453,236,532,628,0,0
310,Thierno,Barry,Barry,9,4,6.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,108,583,654,118,0,0
311,Norberto Bercique,Gomes Betuncal,Beto,9,4,5.5,87,7.89,0.44,8.33,18.80,1521,8,0,4,24,0,0,0,2,0,0,11,295,373.2,163.9,666.0,119.5,15,0.47,0.0,0.03,0.5,1.11,1.42,179,525,146,30,0.89,0.24
312,Youssef,Ramalho Chermiti,Y.Chermiti,9,4,5.0,3,0.11,0.00,0.11,0.47,42,0,0,0,0,0,0,0,1,0,0,0,9,2.4,0.6,27.0,3.0,0,0.24,0.0,0.0,0.24,1.01,0.0,308,423,387,367,0.0,0.0
313,Martin,Sherif,Sherif,9,4,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,482,265,551,319,0,0
314,Bernd,Leno,Leno,10,1,5.0,115,0.00,0.03,0.03,47.75,3420,0,2,5,54,0,1,0,5,0,110,5,475,967.0,20.0,0.0,98.6,38,0.0,2.89,0.0,0.0,1.26,1.42,209,324,132,137,1.0,0.13
315,Steven,Benda,Benda,10,1,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,574,39,423,386,0,0
316,Antonee,Robinson,Robinson,10,2,5.0,106,0.70,4.17,4.87,44.79,3166,0,10,5,49,0,0,0,8,0,0,8,507,922.2,723.4,206.0,185.5,35,0.02,0.0,0.12,0.14,1.27,1.39,227,342,141,52,0.99,0.14
317,Joachim,Andersen,Andersen,10,2,4.5,51,1.04,0.57,1.61,37.85,2673,0,0,4,47,1,0,0,7,1,0,3,306,687.6,99.0,162.0,95.0,30,0.04,0.0,0.02,0.06,1.27,1.58,373,156,280,247,1.01,0.13
318,Calvin,Bassey,Bassey,10,2,4.5,75,1.02,0.42,1.44,39.22,3074,1,0,5,47,0,0,0,7,0,0,0,390,587.2,96.7,157.0,84.1,34,0.03,0.0,0.01,0.04,1.15,1.38,405,188,229,291,1.0,0.15
319,Timothy,Castagne,Castagne,10,2,4.5,46,0.38,0.56,0.94,22.39,1642,0,1,3,28,0,0,0,1,0,0,0,205,360.4,163.6,123.0,64.9,17,0.02,0.0,0.03,0.05,1.23,1.53,370,153,253,418,0.93,0.16
320,Issa,Diop,Diop,10,2,4.5,31,0.51,0.07,0.58,19.98,1334,0,0,1,19,1,0,0,2,0,0,0,146,257.6,44.7,83.0,38.3,15,0.03,0.0,0.0,0.03,1.35,1.28,388,171,299,547,1.01,0.07
321,Jorge,Cuenca Barreno,J.Cuenca,10,2,4.5,9,0.02,0.01,0.03,8.99,349,0,0,0,8,0,0,0,0,0,0,0,38,81.2,2.3,4.0,8.6,4,0.01,0.0,0.0,0.01,2.32,2.06,411,194,333,565,1.03,0.0
322,Kenny,Tete,Tete,10,2,4.5,49,1.37,0.65,2.02,25.50,1773,0,2,3,26,0,0,0,5,0,0,0,207,381.2,192.2,158.0,73.1,21,0.07,0.0,0.03,0.1,1.29,1.32,371,154,215,446,1.07,0.15
323,Samuel,Amissah,Amissah,10,2,4.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,650,115,483,334,0,0
324,Alex,Iwobi,Iwobi,10,3,6.5,156,4.33,6.90,11.23,38.06,2981,9,6,6,45,0,0,0,1,0,0,16,704,806.8,922.4,699.0,243.0,35,0.13,0.0,0.21,0.34,1.15,1.36,46,590,37,190,1.06,0.18
325,Emile,Smith Rowe,Smith Rowe,10,3,6.0,114,4.45,2.04,6.49,25.35,2036,6,3,7,28,0,0,0,3,0,0,15,449,433.8,422.3,386.0,124.4,25,0.2,0.0,0.09,0.29,1.12,1.24,89,564,103,175,1.11,0.31
326,Adama,Traoré Diarra,Adama,10,3,5.5,95,4.11,4.61,8.72,25.17,1756,2,8,3,28,0,0,0,3,0,0,8,384,385.4,632.1,426.0,144.6,18,0.21,0.0,0.24,0.45,1.29,1.44,125,471,174,381,0.92,0.15
327,Andreas,Hoelgebaum Pereira,Andreas,10,3,5.5,81,4.24,4.63,8.87,27.35,2004,2,6,5,32,0,0,1,8,0,0,2,355,326.6,868.3,300.0,149.0,25,0.19,0.0,0.21,0.4,1.23,1.44,124,470,186,310,1.12,0.22
328,Ryan,Sessegnon,Sessegnon,10,3,5.5,57,1.64,1.12,2.76,8.20,574,4,2,1,10,0,0,0,1,0,0,5,137,284.0,158.8,227.0,67.1,7,0.26,0.0,0.18,0.44,1.29,1.57,131,477,75,378,1.1,0.16
329,Harry,Wilson,Wilson,10,3,5.5,78,4.19,1.17,5.36,16.22,1148,6,2,2,21,0,0,0,2,0,0,6,329,334.6,310.2,440.0,107.8,12,0.33,0.0,0.09,0.42,1.27,1.65,122,468,128,419,0.94,0.16
330,Sander,Berge,Berge,10,3,5.0,53,0.45,0.63,1.08,30.81,2221,0,0,4,35,0,0,0,6,0,0,2,334,314.4,285.7,51.0,65.1,26,0.02,0.0,0.03,0.05,1.25,1.42,246,361,283,490,1.05,0.16
331,Tom,Cairney,Cairney,10,3,5.0,33,0.73,1.14,1.87,9.59,610,2,0,1,12,0,0,0,3,1,0,0,192,163.8,213.8,94.0,47.2,3,0.11,0.0,0.17,0.28,1.41,1.77,206,321,322,554,0.44,0.15
332,Saša,Lukić,Lukić,10,3,5.0,56,1.16,1.40,2.56,33.02,2348,0,2,4,37,0,0,0,12,0,0,1,354,335.6,455.1,119.0,91.0,28,0.04,0.0,0.05,0.09,1.27,1.42,251,366,258,536,1.07,0.15
333,Martial,Godo,Godo,10,3,4.5,2,0.00,0.07,0.07,0.15,21,0,0,0,0,0,0,0,0,0,0,0,4,3.4,12.0,14.0,3.0,0,0.0,0.0,0.3,0.3,0.64,0.0,504,287,361,596,0.0,0.0
334,Luke,Harris,Harris,10,3,4.5,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,469,252,542,522,0,0
